
Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.5064935064935064,0.5,0.5151515151515151,0.5,0.5
0.5,0.5,0.4888888888888889,0.4946236559139785,0.49230769230769234
0.5,0.5063291139240507,0.5,0.5,0.5081967213114754
0.4666666666666667,0.5,0.5064935064935064,0.5,0.5
0.5,0.4943820224719101,0.5135135135135135,0.4827586206896552,0.5063291139240507
0.5,0.5102040816326531,0.48936170212765956,0.4888888888888889,0.48
0.5,0.4946236559139785,0.48717948717948717,0.5,0.49206349206349204
0.49230769230769234,0.4945054945054945,0.5,0.494949494949495,0.5
0.5,0.5,0.5161290322580645,0.4883720930232558,0.5
0.5,0.5,0.5063291139240507,0.4883720930232558,0.49230769230769234
0.5,0.5,0.47368421052631576,0.5,0.48
0.5135135135135135,0.4925373134328358,0.5070422535211268,0.5,0.4827586206896552
0.5,0.5,0.5,0.5,0.494949494949495
0.5,0.5072463768115942,0.5,0.494949494949495,0.48936170212765956
0.5,0.4946236559139785,0.5,0.48936170212765956,0.5
0.49122807017543857,0.5,0.5,0.49333333333333335,0.5
0.4857142857142857,0.5066666666666667,0.5,0.5,0.45454545454545453
0.5,0.5081967213114754,0.5,0.494949494949495,0.5
0.5,0.5,0.5,0.4943820224719101,0.5
0.509090909090909,0.5102040816326531,0.48717948717948717,0.49333333333333335,0.5

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.012987012987012988,0.5,0.5151515151515151,0.5,0.5
0.9761904761904762,0.5,0.4888888888888889,0.4946236559139785,0.49230769230769234
0.019230769230769232,0.5063291139240507,0.4875,0.5,0.5081967213114754
0.06666666666666667,0.02,0.4935064935064935,0.5,0.5
0.5,0.4943820224719101,0.32432432432432434,0.3103448275862069,0.4936708860759494
0.9888888888888889,0.5102040816326531,0.46808510638297873,0.4888888888888889,0.48
0.9772727272727273,0.5053763440860215,0.48717948717948717,0.4857142857142857,0.015873015873015872
0.9846153846153847,0.4945054945054945,0.47619047619047616,0.48484848484848486,0.4864864864864865
0.9772727272727273,0.5,0.5161290322580645,0.4883720930232558,0.5
0.9883720930232558,0.5,0.34177215189873417,0.4883720930232558,0.4
0.9827586206896551,0.5,0.5263157894736842,0.4,0.48
0.5135135135135135,0.4925373134328358,0.5070422535211268,0.5,0.4827586206896552
0.96875,0.5,0.015151515151515152,0.02631578947368421,0.494949494949495
0.03333333333333333,0.5072463768115942,0.5,0.494949494949495,0.48936170212765956
0.5,0.4946236559139785,0.5,0.48936170212765956,0.5
0.9824561403508771,0.4883720930232558,0.5,0.5066666666666667,0.5
0.9714285714285714,0.49333333333333335,0.5,0.5,0.09090909090909091
0.019230769230769232,0.5081967213114754,0.4772727272727273,0.5050505050505051,0.5
0.02,0.5,0.5,0.4943820224719101,0.5
0.509090909090909,0.4897959183673469,0.02564102564102564,0.5066666666666667,0.5

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
0.8888888888888888,0.8888888888888888,1.0,1.0,1.0
1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
0.8888888888888888,1.0,1.0,0.1111111111111111,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8888888888888888,1.0,0.8888888888888888
1.0,1.0,0.8888888888888888,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,0.8888888888888888,0.8888888888888888,1.0
0.8888888888888888,1.0,1.0,0.1111111111111111,1.0
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.8888888888888888
0.8888888888888888,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,0.8888888888888888,1.0,1.0,1.0

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.4935064935064935,0.4444444444444444,0.43097643097643096,0.5,0.4444444444444444
0.4444444444444444,0.4444444444444444,0.454320987654321,0.5053763440860215,0.5076923076923077
0.4444444444444444,0.4388185654008439,0.5,0.5,0.4371584699453552
0.5333333333333333,0.5,0.4935064935064935,0.5,0.5
0.4444444444444444,0.449438202247191,0.4864864864864865,0.45977011494252873,0.4936708860759494
0.4444444444444444,0.4897959183673469,0.45390070921985815,0.5111111111111111,0.52
0.4444444444444444,0.5053763440860215,0.45584045584045585,0.4444444444444444,0.4514991181657848
