Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.011904761904761904,0.015384615384615385,0.015151515151515152,0.02127659574468085,0.011363636363636364
0.045454545454545456,0.010752688172043012,0.022727272727272728,0.02702702702702703,0.33695652173913043
0.014705882352941176,0.017857142857142856,0.8412698412698413,1.0,0.012987012987012988
0.010309278350515464,0.014492753623188406,0.011494252873563218,0.01639344262295082,0.012345679012345678
0.0625,0.018867924528301886,0.022727272727272728,0.011904761904761904,0.01
0.045454545454545456,0.18333333333333332,0.33783783783783783,0.014084507042253521,0.047619047619047616
0.013157894736842105,0.011627906976744186,0.011235955056179775,0.07142857142857142,0.014492753623188406
0.012658227848101266,0.021739130434782608,0.3431372549019608,0.018867924528301886,0.012658227848101266

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.25595238095238093,0.49230769230769234,0.5,0.5106382978723404,0.5
1.0,0.053763440860215055,0.022727272727272728,0.02702702702702703,0.010869565217391304
0.5,0.9821428571428571,0.5,0.5128205128205128,0.5064935064935064
0.25773195876288657,0.5072463768115942,0.5057471264367817,0.03278688524590164,0.012345679012345678
0.5,0.0,0.5,0.5,0.0
0.2727272727272727,0.5,0.5,0.5070422535211268,0.5238095238095238
0.2565789473684211,0.5,0.011235955056179775,0.07142857142857142,0.014492753623188406
0.25949367088607594,0.7391304347826086,0.5,0.9905660377358491,0.0

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,0.0,0.0
0.125,0.125,0.125,0.125,0.125
0.0,0.125,0.0,0.0,0.0
0.0,0.0,0.0,0.125,0.125
0.0,0.125,0.0,0.0,0.125
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.0,0.16666666666666666,0.0,0.0,0.0
0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
0.0,0.16666666666666666,0.0,0.0,0.165
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666

Fixed Decider Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1

Flexible Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0

Flexible Decider Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,0.0,0.0
0.005681818181818182,0.0013440860215053765,0.002840909090909091,0.0033783783783783786,0.001358695652173913
0.0,0.002232142857142857,0.0,0.0,0.0
0.0,0.0,0.0,0.0020491803278688526,0.0015432098765432098
0.0,0.0023584905660377358,0.0,0.0,0.00125
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0014044943820224719,0.008928571428571428,0.0018115942028985507
0.0015822784810126582,0.002717391304347826,0.003676470588235294,0.0023584905660377358,0.0015822784810126582

