Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2
0.015873015873015872,0.01020408163265306,0.017241379310344827
0.038461538461538464,0.05555555555555555,0.09090909090909091

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2
0.015873015873015872,0.01020408163265306,0.017241379310344827
0.038461538461538464,0.05555555555555555,0.09090909090909091

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2
1.0,1.0,1.0
1.0,1.0,1.0

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2
1.0,1.0,1.0
1.0,1.0,1.0

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
0.9841269841269841,0.9897959183673469,0.9827586206896551
0.9615384615384616,0.9444444444444444,0.9090909090909091

Fixed Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.015873015873015872,0.01020408163265306,0.017241379310344827
0.038461538461538464,0.05555555555555555,0.09090909090909091

Flexible Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
0.9841269841269841,0.9897959183673469,0.9827586206896551
0.9615384615384616,0.9444444444444444,0.9090909090909091

Flexible Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.015873015873015872,0.01020408163265306,0.017241379310344827
0.038461538461538464,0.05555555555555555,0.09090909090909091

