Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2
0.989010989010989,0.9583333333333334,0.9863013698630136
0.9883720930232558,0.9859154929577465,0.9814814814814815

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2
0.4945054945054945,0.4583333333333333,0.4931506849315068
0.5,0.49295774647887325,0.5

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2
1.0,1.0,1.0
0.6666666666666666,1.0,0.6666666666666666

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2
1.0,1.0,1.0
1.0,1.0,1.0

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
0.01098901098901099,0.041666666666666664,0.0136986301369863
0.011627906976744186,0.014084507042253521,0.018518518518518517

Fixed Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.8241758241758241,0.7916666666666666,0.821917808219178
0.6589147286821705,0.8215962441314554,0.654320987654321

Flexible Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
1.0,1.0,1.0
0.0,1.0,0.0

Flexible Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.989010989010989,0.9583333333333334,0.9863013698630136
0.9883720930232558,0.9859154929577465,0.9814814814814815

