
Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.8809523809523809,0.8958333333333334,0.8808705612829324,0.8779342723004695,0.8806146572104019
0.8678678678678678,0.8757062146892656,0.8761384335154827,0.8589743589743589,0.8577777777777778
0.7833333333333333,0.8,0.7513227513227513,0.7803617571059431,0.7654320987654321
0.8431372549019608,0.8645833333333334,0.8944444444444445,0.8807870370370371,0.8744855967078189
0.8752436647173489,0.898989898989899,0.8672839506172839,0.8904761904761904,0.8904991948470209
0.7705627705627706,0.7888888888888889,0.757201646090535,0.7666666666666667,0.7718676122931442
0.8901515151515151,0.8968253968253969,0.898989898989899,0.8752436647173489,0.898989898989899
0.8928571428571429,0.8914141414141414,0.8754789272030651,0.8968253968253969,0.8805256869772998
0.8803418803418803,0.8809523809523809,0.8577777777777778,0.8797385620915033,0.8777777777777778
0.8789173789173789,0.8795180722891566,0.847953216374269,0.8796296296296297,0.855072463768116
0.8947368421052632,0.8765432098765432,0.879948914431673,0.8747474747474747,0.8589743589743589
0.8726851851851852,0.8629629629629629,0.878234398782344,0.8806146572104019,0.8765432098765432
0.8905982905982905,0.8742138364779874,0.8754789272030651,0.8779342723004695,0.8744855967078189
0.8752436647173489,0.8660130718954249,0.8600823045267489,0.8907407407407407,0.877104377104377
0.8808705612829324,0.8912529550827423,0.8794037940379403,0.8805256869772998,0.873015873015873
0.8699186991869918,0.875,0.8901515151515151,0.8787878787878788,0.875
0.8744855967078189,0.8900584795321638,0.878234398782344,0.8912037037037037,0.879286694101509
0.8518518518518519,0.8907407407407407,0.8600823045267489,0.8914141414141414,0.8806146572104019
0.8809523809523809,0.8924731182795699,0.8910256410256411,0.873015873015873,0.8924731182795699
0.8637992831541219,0.8800505050505051,0.8535353535353535,0.8765432098765432,0.8807017543859649

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.5,0.9375,0.9896907216494846,0.5070422535211268,0.5
0.02702702702702703,0.9830508474576272,0.9836065573770492,0.9615384615384616,0.96
0.5,0.0,1.0,0.011627906976744186,0.0
0.058823529411764705,0.5,0.05,0.9895833333333334,0.018518518518518517
0.5087719298245614,0.9090909090909091,1.0,0.7142857142857143,0.9855072463768116
0.5064935064935064,0.05,0.037037037037037035,0.5,0.9893617021276596
0.5,1.0,0.5454545454545454,1.0,0.5454545454545454
0.9642857142857143,1.0,1.0,0.9285714285714286,0.989247311827957
0.4945054945054945,0.9897959183673469,1.0,0.5058823529411764,0.15714285714285714
0.9871794871794872,1.0,0.6842105263157895,0.9880952380952381,1.0
0.05263157894736842,1.0,0.022988505747126436,1.0,0.9615384615384616
0.5,1.0,0.9863013698630136,0.9893617021276596,0.9841269841269841
0.49230769230769234,0.018867924528301886,0.017241379310344827,0.9859154929577465,0.9814814814814815
0.017543859649122806,1.0,0.48148148148148145,0.8333333333333334,1.0
0.9896907216494846,0.6808510638297872,1.0,0.989247311827957,0.9795918367346939
0.975609756097561,0.9821428571428571,0.5,1.0,1.0
0.5,0.9894736842105263,1.0,0.5,0.9876543209876543
0.5238095238095238,0.9833333333333333,0.9629629629629629,0.9772727272727273,0.9893617021276596
0.01020408163265306,1.0,0.9807692307692307,0.9795918367346939,1.0
0.967741935483871,1.0,0.5,0.9841269841269841,0.9894736842105263

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,0.8888888888888888,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.8888888888888888,1.0
0.8888888888888888,1.0,0.8888888888888888,1.0,0.8888888888888888
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,0.8888888888888888,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,1.0,1.0,1.0
1.0,1.0,0.8888888888888888,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8888888888888888,1.0,1.0
0.8888888888888888,1.0,1.0,0.8888888888888888,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.8888888888888888,1.0,1.0

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4
0.11791383219954649,0.10416666666666667,0.11798396334478808,0.12206572769953052,0.11938534278959811
0.13213213213213212,0.12429378531073447,0.12386156648451731,0.14102564102564102,0.14222222222222222
