Fixed Plot Data
Iteration 0,Iteration 1,Iteration 2
0.03571428571428571,0.012048192771084338,0.015151515151515152
0.027777777777777776,0.05263157894736842,0.010869565217391304
0.01639344262295082,0.02564102564102564,0.012195121951219513

Flexible Plot Data
Iteration 0,Iteration 1,Iteration 2
0.5119047619047619,0.012048192771084338,0.015151515151515152
0.6759259259259259,0.05263157894736842,0.010869565217391304
0.18032786885245902,0.02564102564102564,0.012195121951219513

Fixed Bar Data
Iteration 0,Iteration 1,Iteration 2
0.7777777777777778,1.0,1.0
1.0,1.0,1.0
0.8888888888888888,0.6666666666666666,1.0

Flexible Bar Data
Iteration 0,Iteration 1,Iteration 2
0.6666666666666666,1.0,1.0
0.3333333333333333,1.0,1.0
0.3333333333333333,1.0,1.0

Fixed Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
0.8571428571428571,0.9879518072289156,0.9848484848484849
0.7561728395061729,0.9473684210526315,0.9891304347826086
0.7650273224043715,0.9743589743589743,0.9878048780487805

Fixed Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.1349206349206349,0.012048192771084338,0.015151515151515152
0.24382716049382716,0.05263157894736842,0.010869565217391304
0.014571948998178506,0.017094017094017096,0.012195121951219513

Flexible Dictator Income Data
Iteration 0,Iteration 1,Iteration 2
0.0,0.9879518072289156,0.9848484848484849
0.32407407407407407,0.9473684210526315,0.9891304347826086
0.6557377049180327,0.0,0.9878048780487805

Flexible Decider Income Data
Iteration 0,Iteration 1,Iteration 2
0.023809523809523808,0.012048192771084338,0.015151515151515152
0.009259259259259259,0.05263157894736842,0.010869565217391304
0.00546448087431694,0.02564102564102564,0.012195121951219513

